Drug_id,Drug_name,Target_id,Target_name
DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",P00797,Renin
DB03970,"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid",P05364,Beta-lactamase
DB03970,"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid",P0AD63,Beta-lactamase SHV-1
DB03970,"(7R)-7-(6,7-Dihydro-5H-cyclopenta[d]imidazo[2,1-b][1,3]thiazol-2-yl)-2,7-dihydro-1,4-thiazepine-3,6-dicarboxylic acid",P0AD64,Beta-lactamase SHV-1
DB03971,Acarbose Derived Hexasaccharide,P19531,Maltogenic alpha-amylase
DB03971,Acarbose Derived Hexasaccharide,P04746,Pancreatic alpha-amylase
DB03973,"3-[2,6,8-Trioxo-9-[(2R,3R,4R)-2,3,4,5-tetrahydroxypentyl]-3H-purin-7-yl]propyl dihydrogen phosphate",P9WHE9,"6,7-dimethyl-8-ribityllumazine synthase"
DB03974,L-homoarginine,P60323,NOS3
DB03974,L-homoarginine,P29474,"Nitric oxide synthase, endothelial"
DB03975,Mercuribenzoic Acid,P00918,Carbonic anhydrase 2
DB03975,Mercuribenzoic Acid,P69488,Divalent-cation tolerance protein CutA
DB03976,Phosphorylisopropane,P07477,Trypsin-1
DB03976,Phosphorylisopropane,P17538,Chymotrypsinogen B
DB03976,Phosphorylisopropane,P07478,Trypsin-2
DB03976,Phosphorylisopropane,P03234,Capsid scaffolding protein
DB03976,Phosphorylisopropane,P06276,BCHE
DB03977,Trimethyllysine,P0DP23,Calmodulin
DB03977,Trimethyllysine,P99999,Cytochrome c
DB03978,Tyrosinal,P54577,"Tyrosine--tRNA ligase, cytoplasmic"
DB03978,Tyrosinal,P83453,Tyrosine--tRNA ligase
DB03978,Tyrosinal,P42790,Pseudomonalisin
DB03978,Tyrosinal,Q5UPJ7,Tyrosine--tRNA ligase
DB03979,1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol,P39662,Flavohemoprotein
DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,Q16539,Mitogen-activated protein kinase 14
DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",P08758,Annexin A5
DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",P09038,Fibroblast growth factor 2
DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1
DB03982,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",P18031,Tyrosine-protein phosphatase non-receptor type 1
DB03983,"{[2-Amino-4-oxo-6,7-di(sulfanyl-κS)-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum",P51687,"Sulfite oxidase, mitochondrial"
DB03984,Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide,P25774,Cathepsin S
DB03986,6-methyl-formycin A,P0ABP8,Purine nucleoside phosphorylase DeoD-type
DB03987,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",P00374,Dihydrofolate reductase
DB03987,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",P16184,Dihydrofolate reductase
DB03988,"2,6-Diamino-Hexanoic Acid Amide",P18509,Pituitary adenylate cyclase-activating polypeptide
DB03989,D-Allopyranose,P39265,D-allose-binding periplasmic protein
DB03991,"2-deoxy-2,3-dehydro-N-acetylneuraminic acid",P12564,Hemagglutinin-neuraminidase
DB03991,"2-deoxy-2,3-dehydro-N-acetylneuraminic acid",Q02834,Sialidase
DB03991,"2-deoxy-2,3-dehydro-N-acetylneuraminic acid",P03472,Neuraminidase
DB03991,"2-deoxy-2,3-dehydro-N-acetylneuraminic acid",P32884,Hemagglutinin-neuraminidase
DB03991,"2-deoxy-2,3-dehydro-N-acetylneuraminic acid",Q9Y3R4,Sialidase-2
DB03993,Isocaproic acid,P0AB80,Branched-chain-amino-acid aminotransferase
DB03994,Ethanolamine,Q9RP17,Surface protein A
DB03994,Ethanolamine,P12429,Annexin A3
DB03995,Betadex,Q08751,Neopullulanase 2
DB03995,Betadex,P0AEX9,Maltose-binding periplasmic protein
DB03995,Betadex,O69007,Maltogenic amylase
DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",P52732,Kinesin-like protein KIF11
DB03997,L-histidinol phosphate,P06986,Histidinol-phosphate aminotransferase
DB03997,L-histidinol phosphate,Q9X0D0,Histidinol-phosphate aminotransferase
DB03999,Butylphosphonate,P25275,Lipase
DB04000,Bromo-Willardiine,P42262,Glutamate receptor 2
DB04001,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,P18031,Tyrosine-protein phosphatase non-receptor type 1
DB04002,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,P00918,Carbonic anhydrase 2
DB04003,{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid,P06239,Tyrosine-protein kinase Lck
DB04004,"2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One",P28720,Queuine tRNA-ribosyltransferase
DB04005,Uridine 5'-triphosphate,Q9BZX2,Uridine-cytidine kinase 2
DB04005,Uridine 5'-triphosphate,P26662,Genome polyprotein
DB04005,Uridine 5'-triphosphate,P26663,Genome polyprotein
DB04006,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",P24941,Cyclin-dependent kinase 2
DB04007,Bromo-WR99210,P9WNX1,Dihydrofolate reductase
DB04008,Zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium,P07477,Trypsin-1
DB04009,Dimethyl Propionate Ester Heme,P00167,Cytochrome b5
DB04010,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,P09874,Poly [ADP-ribose] polymerase 1
DB04012,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A
DB04013,1-Deoxy-1-methoxycarbamido-beta-D-gluco-2-heptulopyranosonamide,P11217,"Glycogen phosphorylase, muscle form"
DB04014,Alsterpaullone,P49841,Glycogen synthase kinase-3 beta
DB04014,Alsterpaullone,P06493,Cyclin-dependent kinase 1
DB04014,Alsterpaullone,Q00535,Cyclin-dependent-like kinase 5
DB04015,Methionine Phosphinate,P00959,Methionine--tRNA ligase
DB04015,Methionine Phosphinate,P0AE18,Methionine aminopeptidase
DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,P08311,Cathepsin G
DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,P23946,Chymase
DB04017,Clorgiline,P21397,Amine oxidase [flavin-containing] A
DB04018,S-Isopropyl-Isothiourea,P60323,NOS3
DB04018,S-Isopropyl-Isothiourea,P29474,"Nitric oxide synthase, endothelial"
DB04020,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",Q92731,Estrogen receptor beta
DB04021,MF268,P22303,Acetylcholinesterase
DB04022,Guanosine tetraphosphate,P42085,Xanthine phosphoribosyltransferase
DB04022,Guanosine tetraphosphate,P20964,GTPase Obg
DB04023,GDP-alpha-D-mannuronic acid,P11759,GDP-mannose 6-dehydrogenase
DB04024,Serine-3'-aminoadenosine,P0A8M5,Threonine--tRNA ligase
DB04027,D-arginine,P06732,Creatine kinase M-type
DB04028,Tyvelose,P12528,Tail fiber protein
DB04029,Phenylalanylamide,P08617,Genome polyprotein
DB04029,Phenylalanylamide,P13901,Genome polyprotein
DB04029,Phenylalanylamide,Q9LCC8,D-Amino acid amidase
DB04030,"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",P0AEK4,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
DB04031,Serine vanadate,P00634,Alkaline phosphatase
DB04032,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide,P00183,Camphor 5-monooxygenase
DB04033,Z-Ala Prolinal,Q9X5N2,Prolyl endopeptidase Pep
DB04034,Ribulose-5-Phosphate,P39304,3-keto-L-gulonate-6-phosphate decarboxylase UlaD
DB04035,Ceftazidime BATSI,Q939N4,Beta-lactamase
DB04035,Ceftazidime BATSI,P00811,Beta-lactamase
DB04035,Ceftazidime BATSI,P62593,Beta-lactamase TEM
DB04036,Coenzyme A persulfide,P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial"
DB04037,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",P62594,Beta-lactamase TEM
DB04037,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",P62593,Beta-lactamase TEM
DB04039,3-Oxo-Pentadecanoic Acid,P06971,Ferrichrome-iron receptor
DB04039,3-Oxo-Pentadecanoic Acid,P06129,Vitamin B12 transporter BtuB
DB04039,3-Oxo-Pentadecanoic Acid,P00646,Colicin-E3
DB04040,"N-[1,3-Di(4-morpholinyl)-2-propanyl]-3-(α-D-galactopyranosyloxy)-5-nitrobenzamide",P32890,Heat-labile enterotoxin B chain
DB04041,Nitrocefin Acyl-Serine,P07944,Beta-lactam-inducible penicillin-binding protein
DB04042,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",P03366,Gag-Pol polyprotein
DB04043,Carboxymycobactin T,P80188,Neutrophil gelatinase-associated lipocalin
DB04044,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,P11217,"Glycogen phosphorylase, muscle form"
DB04045,(R)-methylmalonyl-CoA,Q8GBW6,Methylmalonyl-CoA carboxyltransferase 12S subunit
DB04047,6-hydroxymethylpterin diphosphate,Q81VW8,Dihydropteroate synthase
DB04047,6-hydroxymethylpterin diphosphate,P26281,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
DB04048,N-Carbamoyl-Alanine,P32119,Peroxiredoxin-2
DB04050,N-Propyl Isocyanide,P02144,Myoglobin
DB04051,5-phenylpentanoic acid,P95468,Aromatic-amino-acid aminotransferase
DB04052,"3,4-Xylenol",Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB04053,Hypophosphite,P52197,Thiosulfate sulfurtransferase
DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",P07900,Heat shock protein HSP 90-alpha
DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",P11217,"Glycogen phosphorylase, muscle form"
DB04057,"N-[4-([(2-Amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2E)-3-[4-carbamoyl-1-(5-O-phosphono-beta-D-ribofuranosyl)-1H-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-L-glutamic acid",P31939,Bifunctional purine biosynthesis protein PURH
DB04058,N-Carbamoylphenylalanine,P15085,Carboxypeptidase A1
DB04058,N-Carbamoylphenylalanine,P60327,N-carbamoyl-D-amino acid hydrolase
DB04059,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,P00749,Urokinase-type plasminogen activator
DB04062,beta-D-fucose,P0A9E0,Arabinose operon regulatory protein
DB04062,beta-D-fucose,P02924,L-arabinose-binding periplasmic protein
DB04063,alpha-Methylleucine,P0AB80,Branched-chain-amino-acid aminotransferase
DB04064,Nogalaviketone,Q9RN59,Nogalonic acid methyl ester cyclase
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,P07327,Alcohol dehydrogenase 1A
DB04066,p-Coumaric acid,Q14914,Prostaglandin reductase 1
DB04066,p-Coumaric acid,Q9X2W8,#N/A
DB04066,p-Coumaric acid,P16113,Photoactive yellow protein
DB04066,p-Coumaric acid,Q3IWB0,Tyrosine ammonia-lyase
DB04067,4-hydroxybenzyl coenzyme A,Q04416,4-hydroxybenzoyl-CoA thioesterase
DB04067,4-hydroxybenzyl coenzyme A,P56653,4-hydroxybenzoyl-CoA thioesterase
DB04068,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",P15531,Nucleoside diphosphate kinase A
DB04069,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",P53355,Death-associated protein kinase 1
DB04070,6-Deoxyerythronolide B,Q00441,6-deoxyerythronolide B hydroxylase
DB04070,6-Deoxyerythronolide B,P08684,Cytochrome P450 3A4
DB04071,Cpad,P00326,Alcohol dehydrogenase 1C
DB04072,Alpha-Methylisocitric Acid,Q99798,"Aconitate hydratase, mitochondrial"
DB04073,N-{3-[4-(3-amino-propyl)-piperazin-1-yl]-propyl}-3-nitro-5-(galactopyranosyl)-beta-benzamide,P01556,Cholera enterotoxin subunit B
DB04074,alpha-Ketoisovalerate,O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial"
DB04074,alpha-Ketoisovalerate,Q9JZW6,3-methyl-2-oxobutanoate hydroxymethyltransferase
DB04074,alpha-Ketoisovalerate,P18548,Deacetoxycephalosporin C synthase
DB04074,alpha-Ketoisovalerate,P9WQB3,2-isopropylmalate synthase
DB04074,alpha-Ketoisovalerate,O60669,Monocarboxylate transporter 2
DB04074,alpha-Ketoisovalerate,P53985,Monocarboxylate transporter 1
DB04074,alpha-Ketoisovalerate,O15427,Monocarboxylate transporter 4
DB04075,N-Acetyl-L-Glutamate,P0A6C8,Acetylglutamate kinase
DB04075,N-Acetyl-L-Glutamate,Q9HTN2,Acetylglutamate kinase
DB04076,Hypoxanthine,P01298,PNP
DB04076,Hypoxanthine,P00491,Purine nucleoside phosphorylase
DB04076,Hypoxanthine,P05177,Cytochrome P450 1A2
DB04077,Glycerol,P84077,ADP-ribosylation factor 1
DB04077,Glycerol,Q9NPH2,Inositol-3-phosphate synthase 1
DB04077,Glycerol,P17050,Alpha-N-acetylgalactosaminidase
DB04077,Glycerol,P37173,TGF-beta receptor type-2
DB04077,Glycerol,P09211,Glutathione S-transferase P
DB04077,Glycerol,P00325,Alcohol dehydrogenase 1B
DB04077,Glycerol,O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1
DB04077,Glycerol,O60760,Hematopoietic prostaglandin D synthase
DB04077,Glycerol,Q9NZK7,Group IIE secretory phospholipase A2
DB04077,Glycerol,Q14643,"Inositol 1,4,5-trisphosphate receptor type 1"
DB04077,Glycerol,P09466,Glycodelin
DB04079,"Heptane-1,2,3-Triol",P08100,Rhodopsin
DB04079,"Heptane-1,2,3-Triol",P02974,Fimbrial protein
DB04079,"Heptane-1,2,3-Triol",P13036,Fe(3+) dicitrate transport protein FecA
DB04080,RU78191,P12931,Proto-oncogene tyrosine-protein kinase Src
DB04081,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",P00918,Carbonic anhydrase 2
DB04082,Decyloxy-Methanol,P0A808,Ribosome-recycling factor
DB04082,Decyloxy-Methanol,P0A805,Ribosome-recycling factor
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,P11217,"Glycogen phosphorylase, muscle form"
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,P21549,Serine--pyruvate aminotransferase
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,P11926,Ornithine decarboxylase
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,Q16773,Kynurenine--oxoglutarate transaminase 1
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,P83786,Aspartate aminotransferase
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,Q9X266,L-allo-threonine aldolase
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,P13254,Methionine gamma-lyase
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,P00935,Cystathionine gamma-synthase
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,P33447,Tyrosine aminotransferase
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,P12995,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
DB04083,N(6)-(pyridoxal phosphate)-L-lysine,P00509,Aspartate aminotransferase
DB04084,2-deoxy-2-fluoro-α-D-mannose,P49424,"Mannan endo-1,4-beta-mannosidase"
DB04085,Bis(N-maleimidomethyl)ether,P00282,Azurin
DB04086,"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",O85465,Endoglucanase 5A
DB04087,Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate,Q5SJ28,Deoxyribose-phosphate aldolase
DB04087,Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate,P0A6L0,Deoxyribose-phosphate aldolase
DB04088,2-[{4-[(2S)-2-{[(Allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid,P18031,Tyrosine-protein phosphatase non-receptor type 1
DB04089,AL5300,P00918,Carbonic anhydrase 2
DB04090,RH-1,P15559,NAD(P)H dehydrogenase [quinone] 1
DB04091,Alpha-L-1-Methyl-Fucose,P11226,Mannose-binding protein C
DB04092,Apstatin,P15034,Xaa-Pro aminopeptidase
DB04094,4-hydroxybutan-2-one,P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A
DB04095,9-Deazahypoxanthine,P9WP01,Purine nucleoside phosphorylase
DB04097,Uridine-5'-diphosphate-4-deoxy-4-fluoro-alpha-D-galactose,P09147,UDP-glucose 4-epimerase
DB04098,Balanol,P17612,cAMP-dependent protein kinase catalytic subunit alpha
DB04099,Deamido-Nad+,Q96T66,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3
DB04099,Deamido-Nad+,Q9HAN9,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1
DB04099,Deamido-Nad+,P08164,NH(3)-dependent NAD(+) synthetase
DB04099,Deamido-Nad+,P54455,Nicotinate-nucleotide adenylyltransferase
DB04099,Deamido-Nad+,O25096,NH(3)-dependent NAD(+) synthetase
DB04099,Deamido-Nad+,P18843,NH(3)-dependent NAD(+) synthetase
DB04100,"(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)",P00282,Azurin
DB04100,"(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)",Q92887,Canalicular multispecific organic anion transporter 1
DB04101,"N'-[4-(2,4-Dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-N-hydroxyimidoformamide",P24941,Cyclin-dependent kinase 2
DB04103,3-Methylcytosine,P07617,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase
DB04104,3-Methyladenine,P05100,DNA-3-methyladenine glycosylase 1
DB04105,N-Heptylformamide,P00325,Alcohol dehydrogenase 1B
DB04106,Fotemustine,Q16881,"Thioredoxin reductase 1, cytoplasmic"
DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,P07477,Trypsin-1
DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",P50579,Methionine aminopeptidase 2
DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",P35030,Trypsin-3
DB04112,(2R)-2-Acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate,P14555,"Phospholipase A2, membrane associated"
DB04113,N-Formylpiperidine,P00326,Alcohol dehydrogenase 1C
DB04114,"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine",P22303,Acetylcholinesterase
DB04115,Berberine,P0A0N5,HTH-type transcriptional regulator QacR
DB04115,Berberine,O15392,Baculoviral IAP repeat-containing protein 5
DB04116,Allolactose,P00722,Beta-galactosidase
DB04117,"4-(N,N-Dimethylamino)cinnamoyl-CoA",P30084,"Enoyl-CoA hydratase, mitochondrial"
DB04119,Hexatantalum Dodecabromide,P22314,Ubiquitin-like modifier-activating enzyme 1
DB04119,Hexatantalum Dodecabromide,Q9UQM7,Calcium/calmodulin-dependent protein kinase type II subunit alpha
DB04120,"4-Methyl-1,2-Benzenediol",Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB04120,"4-Methyl-1,2-Benzenediol",P07773,"Catechol 1,2-dioxygenase"
DB04121,Guanosine-3'-monophosphate-5'-diphosphate,P84077,ADP-ribosylation factor 1
DB04122,beta-D-glucose 6-phosphate,P11411,Glucose-6-phosphate 1-dehydrogenase
DB04123,(P-Iodophenylacetylamino)Methylphosphinic Acid,P05364,Beta-lactamase
DB04124,Aurodox,P60339,Elongation factor Tu-B
DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,P07477,Trypsin-1
DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,P07858,Cathepsin B
DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,P09668,Pro-cathepsin H
DB04127,beta-D-arabinofuranose 5-phosphate,P0A7Z3,Ribose-5-phosphate isomerase A
DB04128,"5-Nitroso-6-ribityl-amino-2,4(1H,3H)-pyrimidinedione",O66529,"6,7-dimethyl-8-ribityllumazine synthase"
DB04129,Willardiine,P42262,Glutamate receptor 2
DB04130,5-Methoxybenzimidazole,Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB04131,"10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",Q54528,Aclacinomycin methylesterase RdmC
DB04132,S-Hexylglutathione,P09211,Glutathione S-transferase P
DB04132,S-Hexylglutathione,Q03013,Glutathione S-transferase Mu 4
DB04132,S-Hexylglutathione,P0CG30,GSTT2
DB04132,S-Hexylglutathione,Q04760,Lactoylglutathione lyase
DB04132,S-Hexylglutathione,Q8MU52,Glutathione S-transferase
DB04132,S-Hexylglutathione,P08263,Glutathione S-transferase A1
DB04132,S-Hexylglutathione,P0CG29,Glutathione S-transferase theta-2
DB04133,Degraded Cephaloridine,P00807,Beta-lactamase
DB04133,Degraded Cephaloridine,Q8XJ01,Penicillin-binding protein 1A
DB04133,Degraded Cephaloridine,O76082,Solute carrier family 22 member 5
DB04133,Degraded Cephaloridine,Q4U2R8,Solute carrier family 22 member 6
DB04133,Degraded Cephaloridine,Q8TCC7,Solute carrier family 22 member 8
DB04133,Degraded Cephaloridine,Q9NSA0,Solute carrier family 22 member 11
DB04135,"(4S)-5-Fluoro-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone",P25524,Cytosine deaminase
DB04136,Lysophosphotidylserine,P00734,Prothrombin
DB04137,Guanosine-5'-Triphosphate,P61587,Rho-related GTP-binding protein RhoE
DB04137,Guanosine-5'-Triphosphate,P10114,Ras-related protein Rap-2a
DB04137,Guanosine-5'-Triphosphate,Q9NWZ5,Uridine-cytidine kinase-like 1
DB04137,Guanosine-5'-Triphosphate,Q15382,GTP-binding protein Rheb
DB04137,Guanosine-5'-Triphosphate,Q8N142,Adenylosuccinate synthetase isozyme 1
DB04137,Guanosine-5'-Triphosphate,P01112,GTPase HRas
DB04137,Guanosine-5'-Triphosphate,P20339,Ras-related protein Rab-5A
DB04137,Guanosine-5'-Triphosphate,P16118,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1"
DB04137,Guanosine-5'-Triphosphate,P00367,"Glutamate dehydrogenase 1, mitochondrial"
DB04137,Guanosine-5'-Triphosphate,P84077,ADP-ribosylation factor 1
DB04137,Guanosine-5'-Triphosphate,P38424,Probable GTP-binding protein EngB
DB04137,Guanosine-5'-Triphosphate,P11124,RNA-directed RNA polymerase
DB04137,Guanosine-5'-Triphosphate,P26663,Genome polyprotein
DB04137,Guanosine-5'-Triphosphate,P19711,Genome polyprotein
DB04137,Guanosine-5'-Triphosphate,P0A6T8,GTP cyclohydrolase 1
DB04137,Guanosine-5'-Triphosphate,Q84424,mRNA-capping enzyme
DB04137,Guanosine-5'-Triphosphate,P03300,Genome polyprotein
DB04137,Guanosine-5'-Triphosphate,P32173,Molybdenum cofactor guanylyltransferase
DB04137,Guanosine-5'-Triphosphate,P43099,"Ornithine decarboxylase, inducible"
DB04138,"5-[Bis(2-bromoethyl)amino]-N-(2,3-dioxopropyl)-2,4-dinitrobenzamide",P38489,Oxygen-insensitive NAD(P)H nitroreductase
DB04139,6-Hydroxypropylthymine,P03176,Thymidine kinase
DB04140,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,P08254,Stromelysin-1
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",P00156,Cytochrome b
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",P16442,Histo-blood group ABO system transferase
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",Q9UDW1,Cytochrome b-c1 complex subunit 9
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",P14927,Cytochrome b-c1 complex subunit 7
