C0000729	Abdominal cramps
C0860811	Antidiuretic hormone abnormality
C0853592	Blood antidiuretic hormone abnormal
C1510475	Diverticulum intestinal
C0149958	Complex partial seizures
C0702154	Polyarthropathy
C0240204	Paresthesia lips
C0001486	Adenovirus infection
C0030925	Peptic ulcer perforation
C0151650	Kidney fibrosis
C0231255	Body mass index decreased
C0423736	Micturition burning
C0849796	Ear congestion
C0868908	Pancolitis
C0877613	Rectal cramps
C1112789	Rectal spasm
C1112762	Blood methaemoglobin present
C1167732	Pleuropericarditis
C0235430	Ketonemia
C1260871	Acetonaemia
C0856110	Oedema aggravated
C0858738	Vitamin B12 absorption decreased
C0426649	Bowel spasm
C0857983	Serum testosterone decreased
C1167785	Haemorrhagic urticaria
C0231527	Muscular incoordination
C0006413	Burkitt's lymphoma
C0010823	Cytomegalovirus infection
C0016664	Stress fracture
C0019655	Histoplasmosis
C0028242	Nocardiosis
C0085160	Hidradenitis
C0276253	Pneumonia cytomegaloviral
C0391996	Hepatic atrophy
C0519063	Pulmonary lymphoma
C0751495	Partial seizures
C0920235	Psoriatic plaque
C1561230	Soft tissue necrosis
C1963747	Herpes simplex hepatitis
C0741983	Carotid sinus hypersensitivity
C0221046	Carotid sinus syndrome
C0042130	Uterine contractions
C0919567	Uterine contractions during pregnancy
C0038273	Stereotypy
C0085298	Sudden cardiac death
C0086692	Benign neoplasm
C0231246	Weight gain poor
C0232288	Chest pain exertional
C0233767	Hallucination, tactile
C0235827	Therapeutic response decreased
C0553690	Reversible ischaemic neurological deficit
C0580531	White blood cell count abnormal
C0751901	Vocal tic
C0877014	Sympathomimetic effect
C3536794	Feeling sad
C0221406	Pituitary-dependent Cushing's syndrome
C0423757	Skin thinness
C0542215	Slough injection site
C2363949	Injection site exfoliation
C1609538	Latent tuberculosis
C0023370	Leriche syndrome
C0741165	Aortic embolus
C0178879	Urinary tract obstruction
C0744221	Friction rub
C0159028	General symptom
C0235069	Tetanus-like
C0039614	Tetanus
C0741307	Autonomic dysfunction
C1386135	Acute depression
C0151606	Oedema labial genital
C0742224	Candida cervicitis
C0026987	Myelofibrosis
C0027013	Myeloid metaplasia
C0235324	Gingival swelling
C0522064	Regurgitation of food
C0004158	Athetosis
C0235231	Pupils pinpoint
C0428886	Mean arterial pressure
C0520854	Mean arterial pressure decreased
C0919593	Injection site coldness
C1096717	Pain during injection
C1701474	Argumentativeness
C0154841	Central retinal vein occlusion
C0232191	Reflex bradycardia
C0235006	Hypersensation skin
C0240941	Itchy scalp
C0877634	Paresthesia of scalp
C0001231	Ectopic ACTH syndrome
C0026751	Multiparous
C1370740	Adrenal carcinoma
C0750887	Adrenal gland cancer
C0151848	Acid phosphatase high
C0853050	Blood acid phosphatase increased
C0544618	Orthostatic hypertension
C0241910	Autoimmune hepatitis
C0855644	Blood uric acid decreased
C0858041	Plasma triglycerides increased
C0858226	Plasma cholesterol increased
C1955743	Mineralocorticoid deficiency
C0016514	Foot and mouth disease
C0278488	Breast cancer stage IV
C0427546	Lymphocyte abnormal
C0580550	Lymphocyte count abnormal
C0580317	Platelet count abnormal
C0858249	Increased agitation
C0919662	Menstrual cycle prolonged
C0549447	Urine odour foul
C0021564	Insect bite NOS
C0233558	Temper tantrum
C0521161	Vasculitic rash
C0848377	Abdominal injury
C1611157	Hepatic infiltration eosinophilic
C0877144	Spontaneous penile erection
C1963933	Punding
C2363912	Respiratory failure aggravated
C0020683	Hypovolaemic shock
C0029095	Opioid abuse
C0152154	Prolonged labour
C1963789	Genital swelling
C0035459	Rhinitis atrophic
C0151669	Gamma globulins increased
C0151729	Immunoglobulins increased
C0151726	Injection site hypersensitivity
C0239833	Hand pain
C0426597	Fluid intake reduced
C0555971	Oral infection
C0580417	International normalised ratio abnormal
C0746731	Acute myocardial ischemia
C0877048	Oral fungal infection
C1608954	Infusion site extravasation
C0004998	Benign neoplasm of skin
C0005695	Bladder neoplasm
C0014118	Endocarditis
C0014122	Subacute bacterial endocarditis
C0264863	Subacute endocarditis
C0026919	Atypical mycobacterial infection
C0030286	Pancreatic disorder
C0035288	Reticuloendotheliosis
C0236174	Reticuloendothelial system stimulated
C0042749	Viraemia
C0042928	Vocal cord paralysis
C0085082	Fungaemia
C0151477	Hormone level abnormal
C0151666	Gammaglobulins decreased
C0151728	Immunoglobulins decreased
C0151779	Melanoma skin
C0153251	Respiratory moniliasis
C0232115	Venous pressure increased
C0240173	Shift to the left
C0242354	Disorder birth
C0341335	Cytomegalovirus colitis
C0000772	Multiple congenital abnormalities
C0024248	Lymphocele
C0036220	Kaposi's sarcoma
C0549334	Parotid duct obstruction
C0588128	Implant infection
C0687675	Pregnancy loss
C0854567	Complications of transplant surgery
C0877117	Cytomegalovirus gastritis
C0877305	Postoperative wound complication
C1096691	BK virus infection
C0542175	Rash pemphigoid
C0155001	Subjective visual disturbances
C0033936	Alcoholic psychosis
C0233774	Somatic hallucination
C0236663	Alcohol withdrawal syndrome
C0524662	Dependence on opiates
C0002395	Dementia Alzheimer's type
C0018839	Heat exhaustion
C0035302	Retinal artery occlusion
C0149642	Cervical adenitis
C0162423	Miliaria rubra
C0221758	Stiff back
C0239783	Groin pain
C0426623	Excessive flatulence
C0860945	Creatinine normal
C0853035	Blood creatinine normal
C0948396	Frequent headaches
C1290398	Cerebral arterial aneurysm
C0007766	Intracranial aneurysm
C0151628	Epiphyses premature fusion
C1142159	Intentional misuse
C0002963	Prinzmetal angina
C0030521	Parathyroid tumour
C0034183	Pyelitis
C0035435	Rheumatism
C3495832	Rheumatic disorder
C0541879	Detachment psychological
C0751466	Phonophobia
C0948521	Oral pruritus
C2349423	Medication overuse headache
C0553731	PRL increased
C1142172	Incision site complication
C1262038	Post procedural nausea
C1736186	Postoperative shivering
C0235046	Paraesthesia skin
C0242648	Vertical infection transmission
C0524909	Chronic hepatitis B
C0151190	Palpable purpura
C0750272	Unilateral vision loss
C1328327	Gastrooesophageal sphincter insufficiency
C1959797	Allergic hepatitis
C0236061	Haptoglobin increased
C0042485	Venous insufficiency
C0231874	Wheezing inspiratory
C0694547	Systolic ejection murmur
C0001957	Delirium tremens
C0233746	Perceptual disturbance
C0424323	Violent behavior
C0042850	Vitamin B complex deficiency
C0220854	Hyperpnea
C0423618	Throbbing headache
C0857400	Retrosternal discomfort
C2230138	Pulse rate decrease marked
C0267412	Thrombosis mesenteric vessel
C0312414	Spotting menstrual
C0496870	Benign hepatic neoplasm
C1112274	Genital discharge
C3544094	Arterial thromboembolism
C0152183	Explosive personality disorder
C0021776	Intermittent explosive disorder
C0575805	Hand swelling
C0858667	Urinary protein increased
C0877440	Erythema periorbital
C0001361	Acute tonsillitis
C0007860	Cervicitis
C0021899	IUD expelled
C0030354	Papilloma
C0042139	Uterine perforation
C0042258	Vaginal neoplasm
C0151281	Genital ulceration
C0152964	Streptococcal sepsis
C0235656	Uterine cervical lesion
C0236167	IUD complication
C0541976	Gas in stomach
C0853203	Smear cervix normal
C0853959	Device breakage
C1737211	Hypoglycaemic unconsciousness
C0018081	Gonorrhoea
C0036916	Sexually transmitted disease
C0149866	Chemical conjunctivitis
C1096387	Chemical eye injury
C0271412	Ear haemorrhage
C0275524	Infection mixed
C0860801	Glucose low
C1096668	Instillation site irritation
C1141893	Muscle enzyme increased
C1565662	Acute renal insufficiency
C0003910	Phonological disorder
C0151757	Lenticular pigmentation
C0151775	Injection site mass
C0231710	Buttock pain
C0747979	Increased prolactin level
C0857501	Acute schizophrenia
C0860942	Creatine increased
C0877203	Respiratory tract infection viral
C0920063	Uric acid high
C1263960	Diabetic coma
C0853011	Diabetic hyperglycaemic coma
C1735647	Mixed liver injury
C3203646	Bilirubin total decreased
C0877336	Blood bilirubin decreased
C3203661	Bilirubin total low
C0007095	Carcinoid tumour
C0013238	Dry eye syndrome
C0043515	Zollinger-Ellison syndrome
C0017150	Gastrinoma
C0085576	Microcytic anaemia
C0751711	Anterior ischemic optic neuropathy
C2242595	Mucosal atrophy
C0856088	Constipation aggravated
C0858520	Serum gastrin increased
C1096311	Mucosal discolouration
C0017411	Genital disorder female
C0520904	Nausea postoperative
C1141863	Lymphocyte transformation test positive
C0013369	Dysentery
C0025319	Menopausal disorder
C0278016	Faeces hard
C0877605	Burning anal
C0020162	Humerus fracture
C0031157	Peritonsillar abscess
C0041825	Tympanic membrane disorder
C0541922	Eczema allergic atopic
C0235952	Diarrhoea, Clostridium difficile
C0240991	Sensory ataxia
C0877373	Advanced cancer
C1328291	Dysaesthesia pharynx
C1328466	Laryngopharyngeal dysesthesia
C2748357	Abdominal aortic rupture
C0003496	Aortic rupture
C0429774	Residual urine volume
C1261562	Detrusor instability
C0948179	Postoperative constipation
C2363914	Post procedural constipation
C1608408	Malignant transformation
C0231529	Tendon pain
C0001418	Adenocarcinoma
C0006112	Metabolic encephalopathy
C0010418	Cryptosporidiosis infection
C0149782	Squamous cell carcinoma of lung
C0235068	Scintillating scotoma
C0242231	Coronary artery stenosis
C0263008	Skin fibrosis
C0271321	Madarosis
C0346647	Malignant neoplasm of pancreas
C0235974	Pancreatic carcinoma
C0522214	Visual evoked potentials abnormal
C0524702	Pulmonary thromboembolism
C0549229	Nail discomfort
C0751576	Vocal cord paresis
C0849925	Ventricular failure
C0857144	Metastatic pain
C0877183	Nail bed tenderness
C1292769	B-cell type acute leukaemia
C1306587	Encephalopathy acute
C1167945	Infusion site rash
C0017668	Focal segmental glomerulosclerosis
C0031090	Periodontal disease
C0235140	Drug maladministration
C1536055	Drug administration error
C0262494	Gangrenous cholecystitis
C1262168	Cholecystitis infective
C0853314	Soft tissue inflammation
C0235055	Skeletal muscle paralysis
C0162292	External ophthalmoplegia
C0235340	Buccal inflammation
C0239885	Headache dull
C0542237	Thrombophlebitis injection site
C0549450	Oesophageal reflux aggravated
C0852878	Non-accidental injury
C0006370	Bulimia
C2267227	Bulimia nervosa
C0013537	Eclampsia
C0017412	Genital disorder male
C0023051	Laryngeal disorder
C0023434	Chronic lymphocytic leukaemia
C0034040	Postpartum disorder
C0038986	Sweat gland disorder
C0040427	Tooth malformation
C0042138	Uterine neoplasm
C0151511	Breast atrophy
C0151526	Premature delivery
C0021294	Premature baby
C0151639	Fertility female decreased
C0221278	Anisocytosis
C0232981	Spermatogenesis arrest
C0274714	Adrenergic syndrome
C0600139	Prostate carcinoma
C0860160	Diabetes mellitus inadequate control
C0860661	Oppositional
C0027562	Negativism
C0877237	Traumatic fracture
C1112443	Male sexual dysfunction
C1112573	Delayed orgasm
C0017665	Glomerulonephritis membranous
C0037301	Skin wrinkling
C0149704	Gingivostomatitis
C0151981	Peptic ulcer reactivated
C0221271	Elastosis perforans
C0221348	Yellow nail syndrome
C0240066	Iron deficiency
C0403529	Goodpasture's syndrome
C0086066	Coryza
C0206178	Cytomegalovirus retinitis
C0877072	Cytomegalovirus chorioretinitis
C0243010	Encephalitis viral
C1328552	Extrapulmonary pneumocystosis
C1295715	Fibrinogen decreased
C0854062	Blood fibrinogen decreased
C0151468	Thyroid adenoma
C0268105	Uricaciduria
C1704327	Bone sarcoma
C0936254	Polyradiculoneuritis
C0264522	Pneumonia hypostatic
C0338642	Toxic confusional state
C0235648	Breast enlargement female
C0857386	Nocturnal confusion
C0042880	Vitamin K deficiency
C0152171	Primary pulmonary hypertension
C2973725	Pulmonary arterial hypertension
C0149521	Pancreatitis chronic
C0041667	Underweight
C0522046	Cough suppression
C1096670	Antitussive therapy
C0024441	Macular hole
C0236036	Oculomucocutaneous syndrome
C0232097	Volume plasma increased
C0085607	Volume blood increased
C0855304	Glycosylated haemoglobin decreased
C1261989	Hepatic enzyme decreased
C0151569	Coombs direct test positive
C0241069	Skin erosion
C0854388	Caustic injury
C0877094	Application site haemorrhage
C0000735	Abdominal neoplasm
C0006271	Bronchiolitis
C0012624	Intervertebral discitis
C0015645	Fasciitis
C0016508	Congenital foot malformation
C0017185	Gastrointestinal neoplasm
C0018817	Atrial septal defect
C0027404	Narcolepsy
C0027858	Neuroma
C0028432	Nasal disorder
C0030508	Parasomnia
C0032300	Lobar pneumonia
C0085639	Fall
C0085694	Cholecystitis chronic
C0149793	Amaurosis fugax
C0153452	Gallbladder cancer
C0158026	Monarthritis
C0233657	Flight of ideas
C0234144	Dysgraphia
C0235927	Vestibular ataxia
C0265101	Carotid artery occlusion
C0343026	Nail infection
C0347197	Oral neoplasm benign
C0520477	Prostatic adenoma
C0521516	Polymyalgia
C0852566	Sleep phase rhythm disturbance
C0854193	Cognitive deterioration
C0855247	Sleep attacks
C1527249	Colorectal cancer
C2242574	Compulsive sexual behaviour
C2242575	Compulsive shopping
C0847631	Dry scalp
C0015409	Eye penetration
C0149766	Purpura senile
C0238309	Ischaemic neuropathy
C0520474	Aseptic necrosis of bone
C1456786	Paranoid state
C0032827	Potassium deficiency
C0151510	Adrenal cortex atrophy
C0342490	Adrenal atrophy
C0272195	Eosinopenia
C0406479	Steroid acne
C0549634	Lipids abnormal
C0701810	Long-term memory loss
C2363722	Steroid psychosis
C2987469	Substance-induced psychotic disorder
C0474529	Haemoglobin normal
C0728725	Low pH
C0853028	Blood pH decreased
C1096529	Carotid pulse
C0020455	Hypergammaglobulinaemia
C0030587	Paroxysmal atrial tachycardia
C0854059	pH urine decreased
C0268379	Pseudocholinesterase deficiency
C0270697	Lumbar puncture headache
C1262010	Post lumbar puncture syndrome
C0221281	Poikilocytosis
C0233481	Worry
C0235641	Perineal pain female
C0241618	Vaginal burning sensation
C0235480	Paroxysmal atrial fibrillation
C0262428	Collagen-vascular disease
C0340278	Atrial hypertrophy
C0852628	Embolism arterial (limb)
C0855931	Cardioactive drug level above therapeutic
C0861148	Proarrhythmia
C0235263	Conjunctival congestion
C0860516	Ground glass appearance
C0920192	Descemetitis
C0270075	Unspecified condition originating in the perinatal period
C0278034	Cloudy urine
C0424786	Postoperative fever
C0428982	Nodal tachycardia
C0852885	Bucking
C0919569	Airway complication of anaesthesia
C0860728	Osmolality increased
C0239836	Paraesthesia hand
C0877056	Hypoglycaemic seizure
C1704436	Peripheral arterial disease
C1306889	Peripheral arterial occlusive disease
C0393947	Cholinergic crisis
C0549428	Nicotinic effects
C0155964	Atrophic glossitis
C0235475	Electrocardiogram QRS complex prolonged
C0239819	Edema hands
C0349217	Depressive episode
C0427160	Parkinsonian gait
C0743300	Urine drug screen positive
C0743295	Drug screen positive
C0022680	Polycystic kidney
C0311245	Congenital cystic kidney disease
C0520564	Ileal ulcer
C1142446	Bicytopenia
C0442856	Hypoperfusion
C0679403	Vascular stenosis
C0026918	Mycobacterial infection
C0034050	Alveolar proteinosis
C0151489	Arterial anomaly
C0265935	Congenital arterial malformation
C0151955	Decreased tolerance
C0521854	Drug tolerance decreased
C0267716	Incisional hernia
C0392106	Hepatic artery thrombosis
C0403592	Chronic allograft nephropathy
C0432487	Post transplant lymphoproliferative disorder
C1735634	Acute allograft rejection
C0003950	Ascariasis
C0011854	Type 1 diabetes mellitus
C0036202	Sarcoidosis
C0036203	Cutaneous sarcoidosis
C0042170	Vogt-Koyanagi-Harada syndrome
C0086227	Enterobiasis
C0154822	Serous retinal detachment
C0235228	Lacrimal gland disorder
C0240897	Retinal exudates
C0271053	Cotton wool spots
C0494491	Mononeuropathy
C0853142	CD4 lymphocytes decreased
C1095967	Psychiatric evaluation abnormal
C1096176	Mitochondrial toxicity
C1096195	Thyroglobulin increased
C1168134	Anti-thyroid antibody positive
